Dataset,Mixture 1,Mixture 2,Experimental Values,CID_count_1,CID_Mixture_1,CID_count_2,CID_Mixture_2,SMILES_1,compound.name_1,SMILES_2,compound.name_2,answer
Snitz 1,8,6,0.807291667,1,5283349,40,7710;31276;10890;240;93009;11002;6982;323;8797;7966;8148;24915;7632;22201;31252;19310;7762;26331;2758;3314;460;8130;6184;8892;8103;12178;5281168;798;443158;20859;7059;62444;91497;999;10821;6054;6544;7770;7714;10430,CCCCCC=CC=CC=O,"(2E,4E)-deca-2,4-dienal",CCCCCC1CCC(=O)O1;CC(C)CCOC(=O)C;CCCCCOC(=O)CCC;C1=CC=C(C=C1)C=O;CC(=O)OC1CC2CCC1(C2(C)C)C;CCCCSCCCC;CC1=CC(=C(C=C1Cl)C(C)C)O;C1=CC=C2C(=C1)C=CC(=O)O2;CC1=CC=C(C=C1)OC(=O)C;C1CCC(CC1)O;CCCCNCCCC;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CC(C)(CCC1=CC=CC=C1)O;CC1=NC=CN=C1C;CC1=CN=C(C=N1)C;CSSSC;CCCC(=O)OCC;CCC1=NC=CN=C1;CC1(C2CCC(O1)(CC2)C)C;COC1=C(C=CC(=C1)CC=C)O;COC1=CC=CC=C1O;CCCCCCC=O;CCCCCC=O;CCCCCC(=O)O;CCCCCCO;CCCC(CC)O;CCCC=CC=O;C1=CC=C2C(=C1)C=CN2;CC(=CCCC(C)(C=C)O)C;CCC(OC)OC;CC1=CC2=C(C=C1)N=CC=C2;CCCC(=O)SC;CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C;C1=CC=C(C=C1)CC(=O)O;C#CC1=CC=CC=C1;C1=CC=C(C=C1)CCO;CC1=CC(=O)CC(C1)(C)C;CCCC(=O)OCCC;CCCCCCCC1CCC(=O)O1;CC(C)CC(=O)O,"5-pentyloxolan-2-one;3-methylbutyl acetate;pentyl butanoate;benzaldehyde;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;1-butylsulfanylbutane;4-chloro-5-methyl-2-propan-2-ylphenol;chromen-2-one;(4-methylphenyl) acetate;cyclohexanol;N-butylbutan-1-amine;(2-methyl-1-phenylpropan-2-yl) butanoate;2-methyl-4-phenylbutan-2-ol;2,3-dimethylpyrazine;2,5-dimethylpyrazine;(methyltrisulfanyl)methane;ethyl butanoate;2-ethylpyrazine;1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;2-methoxy-4-prop-2-enylphenol;2-methoxyphenol;heptanal;hexanal;hexanoic acid;hexan-1-ol;hexan-3-ol;(E)-hex-2-enal;1H-indole;(3R)-3,7-dimethylocta-1,6-dien-3-ol;1,1-dimethoxypropane;6-methylquinoline;S-methyl butanethioate;4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene;2-phenylacetic acid;ethynylbenzene;2-phenylethanol;3,5,5-trimethylcyclohex-2-en-1-one;propyl butanoate;5-heptyloxolan-2-one;3-methylbutanoic acid",Strongly Dissimilar
Snitz 1,8,7,0.901041667,1,5283349,4,93009;460;443158;6544,CCCCCC=CC=CC=O,"(2E,4E)-deca-2,4-dienal",CC(=O)OC1CC2CCC1(C2(C)C)C;COC1=CC=CC=C1O;CC(=CCCC(C)(C=C)O)C;CC1=CC(=O)CC(C1)(C)C,"[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;2-methoxyphenol;(3R)-3,7-dimethylocta-1,6-dien-3-ol;3,5,5-trimethylcyclohex-2-en-1-one",Strongly Dissimilar
Snitz 1,9,2,0.567708333,20,7410;6501;264;5281515;6259976;307;7685;326;5283349;7749;7363;7888;7119;8635;8918;6736;8030;5634;7921;1183,10,240;93009;323;8148;7762;3314;460;6184;798;6054,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;CCC(=O)OCC;C1=COC(=C1)CS;CC(CCCC(C)(C)O)CC=O;COC1=CC2=CC=CC=C2C=C1;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CC1=CNC2=CC=CC=C12;C1=CSC=C1;C=CCCCCCCCCC(=O)O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;(4-methylphenyl) 2-methylpropanoate;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;ethyl propanoate;furan-2-ylmethanethiol;7-hydroxy-3,7-dimethyloctanal;2-methoxynaphthalene;methyl 2-aminobenzoate;nonyl acetate;3-methyl-1H-indole;thiophene;undec-10-enoic acid;5-methyloxolan-2-one;4-hydroxy-3-methoxybenzaldehyde",C1=CC=C(C=C1)C=O;CC(=O)OC1CC2CCC1(C2(C)C)C;C1=CC=C2C(=C1)C=CC(=O)O2;CCCCNCCCC;CCCC(=O)OCC;COC1=C(C=CC(=C1)CC=C)O;COC1=CC=CC=C1O;CCCCCC=O;C1=CC=C2C(=C1)C=CN2;C1=CC=C(C=C1)CCO,"benzaldehyde;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;chromen-2-one;N-butylbutan-1-amine;ethyl butanoate;2-methoxy-4-prop-2-enylphenol;2-methoxyphenol;hexanal;1H-indole;2-phenylethanol",Slightly Similar
Snitz 1,9,3,0.671875,20,7410;6501;264;5281515;6259976;307;7685;326;5283349;7749;7363;7888;7119;8635;8918;6736;8030;5634;7921;1183,1,7710,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;CCC(=O)OCC;C1=COC(=C1)CS;CC(CCCC(C)(C)O)CC=O;COC1=CC2=CC=CC=C2C=C1;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CC1=CNC2=CC=CC=C12;C1=CSC=C1;C=CCCCCCCCCC(=O)O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;(4-methylphenyl) 2-methylpropanoate;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;ethyl propanoate;furan-2-ylmethanethiol;7-hydroxy-3,7-dimethyloctanal;2-methoxynaphthalene;methyl 2-aminobenzoate;nonyl acetate;3-methyl-1H-indole;thiophene;undec-10-enoic acid;5-methyloxolan-2-one;4-hydroxy-3-methoxybenzaldehyde",CCCCCC1CCC(=O)O1,5-pentyloxolan-2-one,Slightly Dissimilar
Snitz 1,9,4,0.424479167,20,7410;6501;264;5281515;6259976;307;7685;326;5283349;7749;7363;7888;7119;8635;8918;6736;8030;5634;7921;1183,20,31276;93009;11002;323;7966;8148;7632;22201;19310;7762;2758;3314;460;443158;20859;7059;999;6544;7770;10430,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;CCC(=O)OCC;C1=COC(=C1)CS;CC(CCCC(C)(C)O)CC=O;COC1=CC2=CC=CC=C2C=C1;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CC1=CNC2=CC=CC=C12;C1=CSC=C1;C=CCCCCCCCCC(=O)O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;(4-methylphenyl) 2-methylpropanoate;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;ethyl propanoate;furan-2-ylmethanethiol;7-hydroxy-3,7-dimethyloctanal;2-methoxynaphthalene;methyl 2-aminobenzoate;nonyl acetate;3-methyl-1H-indole;thiophene;undec-10-enoic acid;5-methyloxolan-2-one;4-hydroxy-3-methoxybenzaldehyde",CC(C)CCOC(=O)C;CC(=O)OC1CC2CCC1(C2(C)C)C;CCCCSCCCC;C1=CC=C2C(=C1)C=CC(=O)O2;C1CCC(CC1)O;CCCCNCCCC;CC(C)(CCC1=CC=CC=C1)O;CC1=NC=CN=C1C;CSSSC;CCCC(=O)OCC;CC1(C2CCC(O1)(CC2)C)C;COC1=C(C=CC(=C1)CC=C)O;COC1=CC=CC=C1O;CC(=CCCC(C)(C=C)O)C;CCC(OC)OC;CC1=CC2=C(C=C1)N=CC=C2;C1=CC=C(C=C1)CC(=O)O;CC1=CC(=O)CC(C1)(C)C;CCCC(=O)OCCC;CC(C)CC(=O)O,"3-methylbutyl acetate;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;1-butylsulfanylbutane;chromen-2-one;cyclohexanol;N-butylbutan-1-amine;2-methyl-4-phenylbutan-2-ol;2,3-dimethylpyrazine;(methyltrisulfanyl)methane;ethyl butanoate;1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;2-methoxy-4-prop-2-enylphenol;2-methoxyphenol;(3R)-3,7-dimethylocta-1,6-dien-3-ol;1,1-dimethoxypropane;6-methylquinoline;2-phenylacetic acid;3,5,5-trimethylcyclohex-2-en-1-one;propyl butanoate;3-methylbutanoic acid",Strongly Similar
Snitz 1,9,5,0.390625,20,7410;6501;264;5281515;6259976;307;7685;326;5283349;7749;7363;7888;7119;8635;8918;6736;8030;5634;7921;1183,30,10890;93009;11002;6982;323;8797;7966;8148;7632;31252;19310;7762;3314;460;6184;8892;8103;12178;5281168;798;443158;20859;7059;91497;999;10821;6544;7770;7714;10430,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;CCC(=O)OCC;C1=COC(=C1)CS;CC(CCCC(C)(C)O)CC=O;COC1=CC2=CC=CC=C2C=C1;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CC1=CNC2=CC=CC=C12;C1=CSC=C1;C=CCCCCCCCCC(=O)O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;(4-methylphenyl) 2-methylpropanoate;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;ethyl propanoate;furan-2-ylmethanethiol;7-hydroxy-3,7-dimethyloctanal;2-methoxynaphthalene;methyl 2-aminobenzoate;nonyl acetate;3-methyl-1H-indole;thiophene;undec-10-enoic acid;5-methyloxolan-2-one;4-hydroxy-3-methoxybenzaldehyde",CCCCCOC(=O)CCC;CC(=O)OC1CC2CCC1(C2(C)C)C;CCCCSCCCC;CC1=CC(=C(C=C1Cl)C(C)C)O;C1=CC=C2C(=C1)C=CC(=O)O2;CC1=CC=C(C=C1)OC(=O)C;C1CCC(CC1)O;CCCCNCCCC;CC(C)(CCC1=CC=CC=C1)O;CC1=CN=C(C=N1)C;CSSSC;CCCC(=O)OCC;COC1=C(C=CC(=C1)CC=C)O;COC1=CC=CC=C1O;CCCCCC=O;CCCCCC(=O)O;CCCCCCO;CCCC(CC)O;CCCC=CC=O;C1=CC=C2C(=C1)C=CN2;CC(=CCCC(C)(C=C)O)C;CCC(OC)OC;CC1=CC2=C(C=C1)N=CC=C2;CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C;C1=CC=C(C=C1)CC(=O)O;C#CC1=CC=CC=C1;CC1=CC(=O)CC(C1)(C)C;CCCC(=O)OCCC;CCCCCCCC1CCC(=O)O1;CC(C)CC(=O)O,"pentyl butanoate;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;1-butylsulfanylbutane;4-chloro-5-methyl-2-propan-2-ylphenol;chromen-2-one;(4-methylphenyl) acetate;cyclohexanol;N-butylbutan-1-amine;2-methyl-4-phenylbutan-2-ol;2,5-dimethylpyrazine;(methyltrisulfanyl)methane;ethyl butanoate;2-methoxy-4-prop-2-enylphenol;2-methoxyphenol;hexanal;hexanoic acid;hexan-1-ol;hexan-3-ol;(E)-hex-2-enal;1H-indole;(3R)-3,7-dimethylocta-1,6-dien-3-ol;1,1-dimethoxypropane;6-methylquinoline;4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene;2-phenylacetic acid;ethynylbenzene;3,5,5-trimethylcyclohex-2-en-1-one;propyl butanoate;5-heptyloxolan-2-one;3-methylbutanoic acid",Strongly Similar
Snitz 1,9,6,0.447916667,20,7410;6501;264;5281515;6259976;307;7685;326;5283349;7749;7363;7888;7119;8635;8918;6736;8030;5634;7921;1183,40,7710;31276;10890;240;93009;11002;6982;323;8797;7966;8148;24915;7632;22201;31252;19310;7762;26331;2758;3314;460;8130;6184;8892;8103;12178;5281168;798;443158;20859;7059;62444;91497;999;10821;6054;6544;7770;7714;10430,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;CCC(=O)OCC;C1=COC(=C1)CS;CC(CCCC(C)(C)O)CC=O;COC1=CC2=CC=CC=C2C=C1;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CC1=CNC2=CC=CC=C12;C1=CSC=C1;C=CCCCCCCCCC(=O)O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;(4-methylphenyl) 2-methylpropanoate;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;ethyl propanoate;furan-2-ylmethanethiol;7-hydroxy-3,7-dimethyloctanal;2-methoxynaphthalene;methyl 2-aminobenzoate;nonyl acetate;3-methyl-1H-indole;thiophene;undec-10-enoic acid;5-methyloxolan-2-one;4-hydroxy-3-methoxybenzaldehyde",CCCCCC1CCC(=O)O1;CC(C)CCOC(=O)C;CCCCCOC(=O)CCC;C1=CC=C(C=C1)C=O;CC(=O)OC1CC2CCC1(C2(C)C)C;CCCCSCCCC;CC1=CC(=C(C=C1Cl)C(C)C)O;C1=CC=C2C(=C1)C=CC(=O)O2;CC1=CC=C(C=C1)OC(=O)C;C1CCC(CC1)O;CCCCNCCCC;CCCC(=O)OC(C)(C)CC1=CC=CC=C1;CC(C)(CCC1=CC=CC=C1)O;CC1=NC=CN=C1C;CC1=CN=C(C=N1)C;CSSSC;CCCC(=O)OCC;CCC1=NC=CN=C1;CC1(C2CCC(O1)(CC2)C)C;COC1=C(C=CC(=C1)CC=C)O;COC1=CC=CC=C1O;CCCCCCC=O;CCCCCC=O;CCCCCC(=O)O;CCCCCCO;CCCC(CC)O;CCCC=CC=O;C1=CC=C2C(=C1)C=CN2;CC(=CCCC(C)(C=C)O)C;CCC(OC)OC;CC1=CC2=C(C=C1)N=CC=C2;CCCC(=O)SC;CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C;C1=CC=C(C=C1)CC(=O)O;C#CC1=CC=CC=C1;C1=CC=C(C=C1)CCO;CC1=CC(=O)CC(C1)(C)C;CCCC(=O)OCCC;CCCCCCCC1CCC(=O)O1;CC(C)CC(=O)O,"5-pentyloxolan-2-one;3-methylbutyl acetate;pentyl butanoate;benzaldehyde;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;1-butylsulfanylbutane;4-chloro-5-methyl-2-propan-2-ylphenol;chromen-2-one;(4-methylphenyl) acetate;cyclohexanol;N-butylbutan-1-amine;(2-methyl-1-phenylpropan-2-yl) butanoate;2-methyl-4-phenylbutan-2-ol;2,3-dimethylpyrazine;2,5-dimethylpyrazine;(methyltrisulfanyl)methane;ethyl butanoate;2-ethylpyrazine;1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane;2-methoxy-4-prop-2-enylphenol;2-methoxyphenol;heptanal;hexanal;hexanoic acid;hexan-1-ol;hexan-3-ol;(E)-hex-2-enal;1H-indole;(3R)-3,7-dimethylocta-1,6-dien-3-ol;1,1-dimethoxypropane;6-methylquinoline;S-methyl butanethioate;4,6,6,7,8,8-hexamethyl-1,3,4,7-tetrahydrocyclopenta[g]isochromene;2-phenylacetic acid;ethynylbenzene;2-phenylethanol;3,5,5-trimethylcyclohex-2-en-1-one;propyl butanoate;5-heptyloxolan-2-one;3-methylbutanoic acid",Strongly Similar
Snitz 1,9,7,0.619791667,20,7410;6501;264;5281515;6259976;307;7685;326;5283349;7749;7363;7888;7119;8635;8918;6736;8030;5634;7921;1183,4,93009;460;443158;6544,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;CCC(=O)OCC;C1=COC(=C1)CS;CC(CCCC(C)(C)O)CC=O;COC1=CC2=CC=CC=C2C=C1;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CC1=CNC2=CC=CC=C12;C1=CSC=C1;C=CCCCCCCCCC(=O)O;CC1CCC(=O)O1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;(4-methylphenyl) 2-methylpropanoate;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;ethyl propanoate;furan-2-ylmethanethiol;7-hydroxy-3,7-dimethyloctanal;2-methoxynaphthalene;methyl 2-aminobenzoate;nonyl acetate;3-methyl-1H-indole;thiophene;undec-10-enoic acid;5-methyloxolan-2-one;4-hydroxy-3-methoxybenzaldehyde",CC(=O)OC1CC2CCC1(C2(C)C)C;COC1=CC=CC=C1O;CC(=CCCC(C)(C=C)O)C;CC1=CC(=O)CC(C1)(C)C,"[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;2-methoxyphenol;(3R)-3,7-dimethylocta-1,6-dien-3-ol;3,5,5-trimethylcyclohex-2-en-1-one",Slightly Dissimilar
Snitz 1,10,2,0.567708333,30,7410;6501;7600;7519;264;5281515;6259976;307;2879;7685;7731;326;5283349;7583;7749;7363;8129;7888;61016;8635;8918;957;7991;61138;6654;8118;6736;10722;1140;1183,10,240;93009;323;8148;7762;3314;460;6184;798;6054,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CC(C)CCOC(=O)CC1=CC=CC=C1;COC1=CC=CC=C1;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC1=CC=C(C=C1)OC;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;C1=CC=C(C=C1)OC2=CC=CC=C2;CCC(=O)OCC;C1=COC(=C1)CS;CCCCCCCO;CC(CCCC(C)(C)O)CC=O;CC(CCC=C(C)C)C=O;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CCCCCCCCO;CCCCC(=O)O;C=CCCC(=O)O;CC1=CCC2CC1C2(C)C;CCCSCCC;CC1=CNC2=CC=CC=C12;CC1=CC=CC=C1C=O;CC1=CC=CC=C1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;3-methylbutyl 2-phenylacetate;anisole;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;4-methylphenol;(4-methylphenyl) 2-methylpropanoate;1-methoxy-4-methylbenzene;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;phenoxybenzene;ethyl propanoate;furan-2-ylmethanethiol;heptan-1-ol;7-hydroxy-3,7-dimethyloctanal;2,6-dimethylhept-5-enal;methyl 2-aminobenzoate;nonyl acetate;octan-1-ol;pentanoic acid;pent-4-enoic acid;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;1-propylsulfanylpropane;3-methyl-1H-indole;2-methylbenzaldehyde;toluene;4-hydroxy-3-methoxybenzaldehyde",C1=CC=C(C=C1)C=O;CC(=O)OC1CC2CCC1(C2(C)C)C;C1=CC=C2C(=C1)C=CC(=O)O2;CCCCNCCCC;CCCC(=O)OCC;COC1=C(C=CC(=C1)CC=C)O;COC1=CC=CC=C1O;CCCCCC=O;C1=CC=C2C(=C1)C=CN2;C1=CC=C(C=C1)CCO,"benzaldehyde;[(1S,2R,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate;chromen-2-one;N-butylbutan-1-amine;ethyl butanoate;2-methoxy-4-prop-2-enylphenol;2-methoxyphenol;hexanal;1H-indole;2-phenylethanol",Slightly Similar
Snitz 1,10,3,0.651041667,30,7410;6501;7600;7519;264;5281515;6259976;307;2879;7685;7731;326;5283349;7583;7749;7363;8129;7888;61016;8635;8918;957;7991;61138;6654;8118;6736;10722;1140;1183,1,7710,CC(=O)C1=CC=CC=C1;CCOC(=O)C1C(O1)(C)C2=CC=CC=C2;CC(C)CCOC(=O)CC1=CC=CC=C1;COC1=CC=CC=C1;CCCC(=O)O;CC1=CCCC(=C)C2CC(C2CC1)(C)C;CCC=C1C2=CC=CC=C2C(=O)O1;C1=CC=C(C=C1)C=CC=O;CC1=CC=C(C=C1)O;CC1=CC=C(C=C1)OC(=O)C(C)C;CC1=CC=C(C=C1)OC;CC(C)C1=CC=C(C=C1)C=O;CCCCCC=CC=CC=O;C1=CC=C(C=C1)OC2=CC=CC=C2;CCC(=O)OCC;C1=COC(=C1)CS;CCCCCCCO;CC(CCCC(C)(C)O)CC=O;CC(CCC=C(C)C)C=O;COC(=O)C1=CC=CC=C1N;CCCCCCCCCOC(=O)C;CCCCCCCCO;CCCCC(=O)O;C=CCCC(=O)O;CC1=CCC2CC1C2(C)C;CCCSCCC;CC1=CNC2=CC=CC=C12;CC1=CC=CC=C1C=O;CC1=CC=CC=C1;COC1=C(C=CC(=C1)C=O)O,"1-phenylethanone;ethyl 3-methyl-3-phenyloxirane-2-carboxylate;3-methylbutyl 2-phenylacetate;anisole;butanoic acid;(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;(3E)-3-propylidene-2-benzofuran-1-one;3-phenylprop-2-enal;4-methylphenol;(4-methylphenyl) 2-methylpropanoate;1-methoxy-4-methylbenzene;4-propan-2-ylbenzaldehyde;(2E,4E)-deca-2,4-dienal;phenoxybenzene;ethyl propanoate;furan-2-ylmethanethiol;heptan-1-ol;7-hydroxy-3,7-dimethyloctanal;2,6-dimethylhept-5-enal;methyl 2-aminobenzoate;nonyl acetate;octan-1-ol;pentanoic acid;pent-4-enoic acid;2,6,6-trimethylbicyclo[3.1.1]hept-2-ene;1-propylsulfanylpropane;3-methyl-1H-indole;2-methylbenzaldehyde;toluene;4-hydroxy-3-methoxybenzaldehyde",CCCCCC1CCC(=O)O1,5-pentyloxolan-2-one,Slightly Dissimilar
